Employee ID	Red Eggs	Blue Eggs	Yellow Eggs	Green Eggs	Pink Eggs
56952767	61	267	404	366	221
38614552	370	21	136	413	424
43296283	109	434	290	459	143
69693192	288	77	55	353	50
91693584	123	422	465	11	123
78839641	459	166	447	84	53
38502778	172	373	387	328	234
65041054	257	242	243	316	113
34919407	37	374	203	332	178
61374468	62	266	33	275	130
17960554	153	365	202	269	215
88372938	409	220	271	462	278
74949092	284	313	186	393	327
29299686	368	435	391	63	278
83886996	377	30	341	245	385
29006022	222	349	23	448	256
60965387	204	362	265	136	354
33181418	404	278	59	173	83
49068654	188	458	93	45	188
26465665	178	130	82	271	227
85259830	252	77	207	413	118
86579916	68	445	197	177	344
11948094	139	220	448	382	285
38053324	304	348	155	121	372
61338203	113	97	34	458	409
46674743	106	376	422	405	194
10369643	182	311	193	441	64
77874719	465	24	276	346	354
57461160	61	153	398	264	378
29333090	329	328	59	131	326
32499759	242	159	174	121	250
98569433	372	282	159	21	455
89115348	189	192	78	184	82
99428370	83	447	469	223	51
45730883	241	110	169	410	72
88825697	62	441	125	97	277
56773587	189	276	314	396	154
96449399	388	19	439	348	213
12737805	149	469	106	72	354
20724442	256	167	170	114	158
72324950	192	78	349	313	145
92533947	261	297	462	348	115
51377557	267	359	72	42	412
81993798	402	172	148	32	61
90430718	235	84	442	317	119
95862955	335	336	62	64	222
58732750	286	121	259	470	233
48135565	101	417	154	134	430
64882517	100	70	339	390	433
56097825	460	370	178	365	147
75602155	286	167	402	41	91
32030798	100	176	285	299	425
99531954	203	197	437	138	104
33783469	331	255	368	337	413
76107642	77	427	274	363	261
93580337	328	412	57	17	246
87218737	422	204	79	29	87
44577045	71	469	51	44	64
93879354	120	322	225	195	81
47011950	455	220	255	154	272
66147207	258	39	225	110	254
10011720	238	315	101	415	180
59248090	256	154	124	41	209
51039976	182	389	325	70	48
13013117	101	254	297	401	343
27182904	428	247	61	339	109
42928202	195	32	81	306	412
21594237	80	259	246	228	260
85914883	90	144	380	407	281
11339357	241	81	34	64	83
85367019	442	412	98	325	28
74105717	67	87	36	270	380
21813426	369	234	441	135	392
88414418	56	396	20	449	411
32077968	87	437	386	226	91
79481571	291	458	153	47	89
12964358	389	307	98	404	202
39536964	341	441	25	43	405
29044587	258	227	159	217	283
89497418	64	385	360	114	100
69528996	166	407	420	269	414
21009515	453	332	23	238	327
24455903	277	187	230	184	106
40939759	237	160	392	32	293
50909759	375	241	142	279	438
31843937	356	15	463	311	218
15873074	414	14	148	421	306
40486253	121	15	97	266	146
54455564	76	204	453	257	434
96293958	209	164	395	215	378
47653145	269	24	284	236	148
97130999	175	298	192	426	293
63295913	457	435	361	307	272
34459064	189	297	128	461	173
38074461	406	129	342	13	29
21485256	439	349	423	375	37
56572261	168	274	41	114	81
57689403	84	34	95	67	124
14828415	339	420	438	436	353
73365374	93	317	438	379	410
44326638	354	195	183	203	349
86398865	103	246	228	179	470
14639254	77	236	103	77	424
85217725	403	432	193	370	397
47502943	169	299	389	340	374
67938524	41	158	29	39	353
30584092	428	414	401	315	132
17500941	56	409	119	399	288
94056293	456	47	263	395	77
18079904	443	289	378	454	71
31913988	250	442	104	96	447
61804659	330	89	130	307	27
44026913	261	312	401	237	126
32100890	198	303	306	71	456
65911793	16	405	283	305	153
40304838	92	176	173	24	111
80943662	108	295	18	57	417
13512988	286	176	72	226	461
83907321	389	444	258	24	332
48573103	316	426	151	321	81
22874314	434	182	195	47	321
64865151	76	136	359	410	351
92619158	93	361	321	93	277
74645295	335	53	117	287	384
28422213	442	443	234	378	434
87087163	361	365	180	228	262
82511790	24	291	63	226	262
70634427	455	422	303	334	144
77713751	47	87	183	411	139
19842602	175	426	191	74	252
33379433	340	82	59	406	64
42531988	315	445	462	345	77
88671872	448	162	429	281	62
55766170	131	421	142	152	187
35990315	463	262	306	405	95
98907617	409	281	264	322	179
24280042	363	117	30	240	204
41524526	94	443	106	139	146
55305965	465	343	194	123	467
15966885	188	373	96	45	420
64743296	423	173	468	328	325
82947193	319	399	35	335	435
19671756	35	456	395	339	360
18398552	365	113	167	303	254
51664884	105	104	225	246	147
52469214	388	135	214	455	143
90194944	107	329	380	39	146
19792710	352	77	204	294	326
69500052	39	314	94	279	348
85197661	16	404	150	71	219
19486706	71	122	14	200	234
51891924	420	309	302	81	250
35307490	347	339	308	86	37
75509507	270	110	239	42	262
79441231	149	153	149	37	56
79995248	345	201	180	10	146
48323601	413	310	209	108	289
72698562	262	20	138	159	89
66106780	451	189	394	164	427
17336368	29	441	242	361	234
25096925	374	12	94	17	82
27791138	113	333	229	136	148
81567988	359	17	340	196	122
84233926	387	118	242	121	66
82770615	325	84	203	285	36
71595100	378	335	255	219	435
35675081	401	27	346	86	201
95171328	41	129	105	65	73
54566399	139	125	92	381	301
53445361	342	229	395	142	268
19034664	206	139	426	232	424
41434659	64	338	229	237	234
96119539	160	113	463	195	406
82549632	83	443	105	124	426
13220116	306	63	130	19	296
87666701	145	60	68	344	87
19981196	463	59	301	395	39
69050817	178	125	116	221	123
98612324	347	332	244	55	35
44989325	419	38	171	316	125
69038925	199	217	83	364	238
39867134	328	457	135	111	233
93141197	98	334	138	23	171
29011398	113	415	460	206	66
85830427	458	394	148	356	279
86232046	289	70	355	348	284
68543793	297	343	341	46	263
45961960	292	378	172	324	189
73123154	94	379	72	395	11
20175418	291	94	231	124	470
70310411	164	168	332	451	461
47607813	234	336	174	405	259
31387410	54	43	218	403	468
43904318	138	174	227	57	328
68652955	309	435	381	464	449
44581354	122	122	228	171	70
92776375	15	443	291	176	239
13240682	101	349	326	282	433
56586966	468	216	347	263	344
88555913	110	256	339	137	93
95140598	156	30	33	408	122
76237801	86	180	70	16	223
32821677	43	333	172	119	91
59504243	182	238	277	161	11
36155367	84	261	361	268	457
36789474	301	83	131	427	355
85888516	334	280	53	64	18
11799892	140	220	167	170	87
99573974	432	92	189	450	452
16912501	194	275	59	325	445
21119193	238	62	327	216	69
29941637	53	299	144	71	189
77275459	93	243	327	243	98
70620537	68	65	279	351	214
16822031	368	236	175	423	261
65961268	155	330	56	294	306
71644621	320	230	236	285	23
78579238	14	160	399	47	206
70586999	168	59	332	262	246
20136291	127	262	326	160	373
64258062	430	104	386	431	316
10117329	356	157	315	210	364
35687660	87	365	181	273	154
89568737	385	15	88	416	231
67668170	225	314	386	359	180
96170196	156	373	164	268	425
13572772	189	353	432	361	335
92365749	270	419	228	287	350
90906517	22	279	231	459	450
21944068	241	117	385	88	10
69598338	112	50	418	359	249
91453867	70	319	32	199	169
85254401	269	100	28	397	384
60383838	426	460	286	356	239
79088102	197	223	422	403	432
57967314	312	456	459	452	298
88158068	73	193	122	299	419
32591005	174	441	386	140	227
77731757	169	153	430	242	108
83085716	343	414	171	391	332
10984039	73	118	263	387	107
37255882	162	64	402	381	284
42611718	283	308	334	308	157
44686940	221	177	321	187	359
21825231	314	244	307	382	377
42835161	250	188	356	334	321
37804393	128	462	179	448	228
13502732	198	308	246	112	213
24409565	462	154	270	181	398
20067207	432	174	365	351	361
79633271	256	65	275	465	293
31677446	81	380	459	423	183
46372244	128	50	66	10	206
14336989	60	455	229	316	31
38162810	147	32	171	284	187
15904875	130	379	375	352	292
92782845	210	396	250	464	332
53780575	28	241	253	54	28
77093486	281	340	168	426	236
73047475	288	78	427	420	234
88052813	402	454	319	358	411
17595887	400	293	342	63	451
49815899	123	364	72	373	419
55174902	35	10	31	125	36
38468152	299	286	125	161	129
22164170	178	202	434	238	201
62368811	15	94	145	100	120
48192091	394	317	23	203	223
13596195	141	338	335	457	281
81830656	308	248	250	396	266
71951384	59	322	351	149	224
11921888	175	21	319	40	90
32587499	283	179	338	154	376
61656097	25	342	243	253	275
49569102	90	152	334	121	27
86037008	430	441	335	463	288
57553434	456	281	179	102	19
58649488	159	303	126	44	167
27794757	34	338	190	375	108
92305988	400	217	119	14	124
31060122	166	115	213	47	163
97856584	84	136	312	275	159
67898041	218	334	285	437	437
75117774	77	290	85	225	464
42796268	190	134	209	153	437
18866204	114	347	417	90	90
12922237	212	272	394	255	291
92342572	70	213	389	247	441
92918324	150	375	58	262	341
25066619	464	344	280	341	315
68024910	335	106	440	26	461
37688027	445	281	111	14	354
65258542	94	174	256	316	309
85208045	435	74	236	433	108
23436354	397	186	454	137	350
52193811	461	314	217	70	180
90054628	257	391	166	52	255
50331588	310	309	103	234	355
38364326	360	210	446	273	79
80036684	300	309	159	448	324
41148289	152	63	162	201	64
39523647	270	224	260	348	388
64232029	85	104	80	190	331
40665550	66	65	350	355	52
48651410	14	120	123	423	160
54563421	276	36	130	366	101
14805859	308	422	448	343	373
56624577	342	437	38	275	335
87395003	222	291	297	152	372
32090266	437	103	181	43	216
22703937	346	304	144	169	268
49300185	15	376	102	219	451
67757115	269	323	331	155	118
28182456	236	261	77	183	350
90350907	262	424	319	55	214
40516238	378	373	396	404	87
25011584	393	122	48	136	374
19176139	233	442	287	269	247
65857201	339	149	232	101	325
28779260	39	169	21	236	155
65920685	155	418	360	14	277
97380818	29	323	387	469	66
84121789	29	229	142	312	160
35068810	252	324	123	361	430
91819528	393	108	243	240	54
45501410	431	460	252	261	459
68078890	90	83	431	288	232
16541167	378	289	245	235	392
64148580	412	219	124	435	228
77318517	292	83	262	371	88
94432027	160	240	381	218	57
37551671	291	57	34	145	165
78472363	342	150	419	42	20
50131401	222	239	158	155	155
99768603	15	29	350	414	148
79080694	432	460	466	23	413
29004338	455	232	182	53	435
89798131	296	300	433	100	326
39184143	169	17	446	222	249
52273962	291	120	419	68	322
80300630	88	457	431	32	12
41607728	68	226	450	31	317
15951174	431	148	260	163	401
62771749	93	98	120	154	156
25419129	131	113	428	228	300
45046253	328	442	121	82	128
36980863	365	285	180	463	430
91031365	112	210	164	37	42
34203737	403	206	276	355	254
66936369	374	358	282	158	459
37822636	446	220	266	268	78
54126971	170	332	241	436	311
57841077	166	82	200	132	79
32362047	226	145	430	385	200
18020720	394	189	262	398	259
76975401	325	184	195	233	443
45859076	111	425	330	151	368
51632652	234	190	14	154	232
54459000	93	44	296	210	419
70085478	296	464	91	191	402
67466661	401	373	139	405	259
51550153	281	42	48	140	340
35389849	74	78	116	86	211
12289791	447	127	178	329	339
93591174	12	131	135	383	58
93071696	221	376	302	227	453
30444366	165	412	436	106	106
83585271	79	197	271	74	435
86924265	70	16	417	312	276
72348301	402	280	209	357	223
59547803	98	342	98	199	327
63264191	212	389	244	93	269
40532455	336	272	77	408	194
44400720	436	342	451	72	407
85138389	373	382	210	281	416
69063941	114	465	264	96	65
15077264	124	324	72	350	67
55982370	113	362	223	168	92
31841985	409	153	147	125	281
21414679	200	403	44	469	358
91917204	341	236	209	169	230
60946731	313	337	71	409	439
87064846	394	173	69	41	300
50866736	354	237	453	466	126
61907722	263	383	17	458	223
18217119	78	315	59	206	334
80538017	84	315	34	454	405
95200822	108	370	418	257	408
61984777	91	144	393	255	269
43321753	428	459	449	242	272
85762999	447	89	470	171	218
13991096	211	316	259	113	355
17593097	428	92	80	406	289
94008068	138	416	410	226	59
83235252	411	225	33	206	106
49650014	244	179	39	442	185
61259994	19	42	145	252	400
58839439	355	467	346	243	285
21368902	375	222	400	182	111
67456317	207	298	389	205	229
95915627	405	93	441	83	38
64273547	179	49	448	113	136
22686702	261	289	18	465	336
45590039	26	44	311	60	113
83063616	271	347	329	449	406
20309165	216	227	187	289	152
30358651	467	178	464	328	300
21776350	469	79	392	147	219
60182501	168	441	77	19	442
10442747	470	360	142	465	190
42240932	136	268	69	460	104
77682592	293	277	297	443	267
82657977	248	264	47	334	294
53539811	278	122	191	78	466
51574884	16	206	364	133	275
96953620	326	129	322	179	266
18019557	293	109	205	167	138
31529607	66	288	325	208	372
12458400	211	105	404	309	34
77139456	20	229	395	253	446
68425066	465	291	54	443	407
10475608	443	79	282	346	422
38886066	263	15	55	168	448
95446096	136	280	181	295	122
51064319	35	318	255	207	165
24663089	431	122	447	429	341
97177767	256	238	30	370	108
27442582	249	45	434	219	393
30698806	24	185	428	359	287
49274571	76	419	396	28	401
24307609	178	234	251	64	318
47728525	460	115	220	152	385
80239017	455	122	262	302	464
92068477	380	91	468	109	373
53804748	49	176	238	12	456
79092074	98	92	322	336	371
98903339	425	426	285	320	296
76878399	389	215	390	230	287
97015695	407	221	332	245	198
62092680	462	53	334	400	130
18782871	247	460	251	248	64
38866501	158	117	130	86	128
70399037	143	451	60	126	466
21260562	234	116	104	351	168
75751269	463	63	351	277	75
68354334	192	159	152	451	276
59298615	332	92	89	146	92
54690824	283	392	59	239	151
51431676	152	96	91	430	300
61410313	349	454	395	216	265
54311288	34	198	416	202	364
58945665	148	269	251	127	13
46947429	392	229	358	225	393
52411745	166	101	80	315	374
20745571	81	78	25	28	299
19196179	51	321	110	134	150
15228068	109	76	462	45	260
63951579	310	111	343	395	316
92172983	440	212	97	34	28
30619709	51	306	324	394	234
23410635	386	81	288	123	334
94553024	324	75	411	354	350
53443143	113	269	316	157	153
62893788	268	111	307	109	305
16581115	25	230	80	139	424
91019316	117	232	103	390	456
40161574	221	107	290	463	359
95428786	424	437	168	156	91
53001959	170	60	415	56	174
84988255	310	219	412	244	402
30883856	356	69	298	392	262
27317590	256	425	48	18	376
43615749	394	144	297	405	442
25204262	377	152	18	439	205
57322272	393	280	452	106	227
93524892	160	364	233	67	95
42222013	166	193	349	161	97
77696702	94	225	459	142	72
50484199	74	341	55	223	217
73690687	70	304	245	119	296
56847861	85	224	52	172	447
47773644	419	112	370	45	350
72515127	181	467	270	317	119
90473279	251	461	295	261	64
72304430	72	291	465	136	13
47354571	232	45	101	462	48
59476420	27	30	150	138	375
53993763	83	133	290	404	457
74398945	120	361	457	227	85
88400507	141	226	49	411	352
47914118	17	384	388	425	55
87392255	356	16	387	337	308
53315509	345	161	423	337	37
58040956	238	318	295	59	191
55057782	95	231	63	76	41
32078904	76	144	432	457	316
87722400	437	145	429	17	90
37978191	13	217	189	430	228
80830626	129	218	70	352	168
31980760	51	247	216	137	283
87280191	452	197	324	54	19
13967334	57	353	144	366	449
88948260	292	137	441	25	321
31602479	145	32	201	456	418
64348410	241	133	358	42	275
19292291	387	224	185	243	457
45182909	282	283	161	365	389
94306729	337	206	322	126	418
42110163	241	67	369	126	77
81967195	393	196	322	393	362
52854122	158	413	331	271	22
51504095	131	402	124	213	38
93360540	20	83	421	323	47
49974036	152	87	442	16	160
25127805	29	188	419	196	413
97870455	360	49	386	320	437
20136007	412	152	372	207	308
39895916	239	336	233	105	397
23113480	423	346	26	324	323
93268925	135	187	102	191	113
85210402	187	431	381	366	242
27709504	456	39	40	420	362
17535387	39	155	336	286	414
64319316	314	74	310	40	122
17038076	155	197	458	370	307
43699753	468	282	407	62	249
88004617	317	31	299	343	337
23344971	436	73	25	105	205
36857489	65	81	374	105	180
55288275	384	281	400	330	46
90198818	406	65	98	127	450
91438576	469	315	27	22	288
83953675	167	345	288	371	286
77036000	134	305	104	50	196
50452887	70	226	354	419	77
63821162	95	56	163	460	193
34591601	463	32	262	322	357
80917122	164	304	78	316	80
84356235	74	404	172	97	235
79408653	260	285	335	44	112
87055890	340	439	293	460	265
40103561	413	425	265	393	192
63198737	358	94	354	336	436
45668242	213	17	403	256	111
37934236	228	50	322	73	324
43175039	162	137	65	461	100
75531313	230	369	287	247	75
12590951	382	220	22	167	42
64888438	345	171	55	72	418
28115269	428	427	364	32	136
59725126	239	311	65	12	152
97603306	174	214	83	33	457
90025407	194	282	12	463	87
95806933	216	411	263	166	214
63875183	98	441	236	54	397
59357457	60	309	297	372	311
31879940	445	301	332	263	366
51256706	458	12	251	145	380
48632253	356	263	120	226	300
27136201	67	377	95	48	270
97344418	430	340	330	71	63
50601105	46	420	174	185	199
60423069	431	193	155	167	74
61059933	70	387	382	347	132
35454297	185	230	245	26	470
37370270	256	441	280	258	242
14780337	70	264	393	119	235
39047772	153	274	140	60	131
26643562	181	70	237	357	396
15999695	157	263	74	89	237
50665921	302	129	120	38	304
17731382	220	75	365	38	232
90737877	260	75	298	254	21
35637500	116	23	146	98	303
73532142	47	416	151	381	345
98511718	436	390	175	440	136
28500723	88	17	137	347	76
33564094	369	21	337	197	452
16209600	155	144	52	207	83
16714939	247	203	349	94	201
94933034	398	415	329	40	295
89502080	455	335	87	233	433
74634204	260	236	444	229	68
11678950	459	86	296	402	461
45422180	203	65	103	78	235
97517934	297	243	463	298	98
25895487	397	214	56	199	407
70674979	392	338	365	446	94
49248792	451	390	420	59	435
54962245	20	409	157	91	141
33917717	370	304	175	153	180
28078514	146	25	19	203	429
30764923	324	323	221	191	79
57307838	411	41	235	61	413
55446880	176	33	69	408	205
64423505	85	344	406	282	240
59452252	137	237	211	320	286
40826176	40	464	428	40	241
49111420	333	392	405	329	391
57381121	408	43	395	324	227
68828986	359	445	466	204	467
31173660	120	47	46	461	334
21349874	284	288	466	134	131
76852731	462	116	419	405	235
84742132	282	184	252	184	263
27319162	137	401	195	10	225
29113553	210	262	90	342	32
71641991	440	332	302	347	129
43364094	174	409	381	383	441
47398515	438	351	244	16	284
61614841	75	439	194	107	423
11900281	11	165	442	308	252
90253022	364	415	157	325	40
92790861	296	104	30	184	445
16430936	97	179	152	275	33
82625784	232	350	347	197	145
26563403	285	404	24	458	171
94832426	329	19	36	72	168
51759009	159	261	398	380	309
34544462	153	182	17	157	169
49301755	332	12	325	113	439
48180431	295	140	316	225	25
10194102	446	169	220	287	101
92489737	48	20	385	284	330
45770078	220	443	138	28	91
39888519	320	298	466	401	300
96115273	232	94	300	64	206
11656602	182	21	458	324	433
14106414	400	221	43	67	69
90071191	148	65	178	91	165
63806675	239	73	145	390	436
44351844	333	199	16	379	212
53071458	230	455	283	329	128
16629498	308	80	320	438	72
77185939	276	62	237	219	452
91345629	269	470	83	23	128
86976880	241	137	114	356	461
73104614	225	181	159	462	89
21990660	250	260	255	371	158
21469803	35	101	340	467	143
44143897	158	424	328	49	141
99483495	145	392	82	179	247
97864851	114	18	445	201	119
28219418	151	373	203	90	101
61155437	455	354	413	150	43
75605375	148	338	194	24	279
50486734	170	337	236	90	397
88194921	244	385	100	325	47
28972060	276	378	134	308	155
83940071	76	425	455	468	322
19988470	94	429	215	361	332
38962212	67	250	350	353	76
23279202	73	250	450	423	380
30725506	126	224	116	142	302
55738183	80	282	32	288	87
28462065	409	267	408	308	250
73658537	139	189	385	397	51
22406859	280	160	178	181	58
11065130	52	99	22	369	281
27850256	438	406	384	209	318
94607998	165	443	238	65	451
24340690	428	211	299	466	44
44968545	167	400	120	287	259
25773510	296	403	268	150	252
52570938	289	203	29	76	102
58213477	290	154	79	280	51
14021405	399	299	183	166	179
46189373	422	35	121	169	113
61031341	156	212	275	376	379
75576214	56	375	384	417	409
40334908	266	197	106	72	17
35052638	227	180	343	403	56
11978996	86	54	141	426	354
65410490	378	326	395	353	75
21143093	363	197	242	150	156
92820919	288	38	126	146	413
25444390	250	18	85	108	58
29226695	458	463	53	410	412
63351929	379	254	199	104	347
65946264	108	399	83	453	26
29135099	267	411	415	228	185
88346906	331	195	201	180	28
33590423	388	384	150	444	341
51248533	103	91	342	385	406
19105636	261	112	249	457	411
94003266	213	193	73	256	328
25976811	469	149	465	129	66
39445529	350	260	466	383	190
84436986	418	117	187	435	337
87368063	63	184	390	65	94
89754051	165	312	293	58	65
88094686	424	317	319	180	96
31751928	318	414	51	294	379
97029666	412	409	164	73	80
58096859	307	310	422	223	152
65014923	364	204	282	150	99
32039923	61	136	58	331	170
55777732	467	274	338	35	166
57756475	402	342	416	444	390
64257743	408	399	329	128	446
64713487	151	329	206	179	426
31440528	63	392	239	279	419
89073952	206	283	281	121	131
97277409	359	169	303	239	36
18009034	48	94	269	320	414
88721853	424	142	207	10	162
97948349	173	435	129	179	316
46447956	91	220	98	50	362
75645649	439	139	86	431	310
41083934	433	293	166	13	110
53390534	260	281	223	357	302
28702716	365	130	239	369	27
91736931	196	353	378	268	295
59883957	126	365	268	366	291
90243323	264	264	21	230	273
23077014	209	324	154	431	389
52089420	123	447	191	452	45
31659011	252	361	55	207	377
72427317	391	415	392	14	454
63613279	133	81	113	53	276
68848658	186	45	199	280	430
94808378	301	26	191	146	470
77407634	353	207	368	147	399
20396481	86	382	226	42	109
57224430	290	346	213	419	51
76149050	197	100	321	429	35
25807583	262	134	316	117	95
56842925	293	236	398	37	298
40294955	250	405	204	213	289
30103110	343	377	142	192	67
33308859	202	102	110	110	165
13550279	416	201	19	11	303
98633712	106	53	328	207	407
29255367	285	211	309	339	239
86751685	265	353	373	360	157
54454315	172	258	91	143	105
82276213	276	60	168	183	122
23511503	323	121	308	145	238
10542765	457	158	282	39	41
11366951	144	357	106	251	213
83890418	47	25	346	163	371
25902498	300	172	162	220	243
82043410	14	130	184	321	132
31236746	186	246	453	74	458
49609328	204	193	145	239	162
23397827	326	421	94	340	117
75326807	469	256	400	241	42
63538286	36	191	225	417	444
78290302	212	270	405	426	179
69223060	449	122	263	210	308
53821409	311	190	462	266	128
46847065	262	42	62	263	255
49464302	34	116	422	446	265
28137668	314	340	438	309	108
75888444	437	66	168	223	315
73557297	286	274	316	200	213
90656289	267	22	418	317	19
69749503	400	364	179	421	294
26282100	419	256	209	315	11
55345332	232	87	370	228	388
39027494	178	155	341	438	194
68196585	126	205	36	456	460
83975289	206	132	118	176	231
31902566	91	190	200	261	171
44961702	57	280	444	161	371
60044868	151	81	63	39	173
89027465	249	407	191	39	401
63827412	161	232	175	413	408
59807267	447	342	424	233	68
42594860	189	89	75	295	309
82452292	53	163	198	366	60
33948189	307	205	405	181	122
86295860	142	423	117	206	57
36713697	334	360	396	460	128
93140130	37	132	447	25	352
70444075	213	43	161	281	199
24301610	368	303	279	467	447
44379193	207	429	68	265	439
55182106	223	129	404	11	405
56400081	116	373	228	259	450
41770112	335	150	232	56	401
61555926	339	392	228	261	346
67976405	103	383	436	128	422
76592586	82	176	120	36	91
89413169	25	293	344	154	340
80788156	395	115	34	292	303
29836774	41	367	165	143	302
59423087	272	128	391	31	439
64630508	428	201	162	15	59
81130965	353	46	234	57	256
37397594	32	202	221	101	289
24425134	185	153	312	114	386
55805006	103	86	72	281	397
32531686	103	443	444	314	35
22126318	179	335	81	315	245
15384602	96	101	470	123	114
81395073	190	469	83	51	155
58344867	118	462	263	458	294
95127402	159	265	262	73	84
22780705	20	265	248	463	216
90544529	15	60	402	249	193
68563355	228	447	317	256	245
69405156	249	35	103	186	322
34362694	448	227	251	99	185
39478388	109	165	132	64	415
50571157	78	99	229	209	267
73778784	153	351	203	424	28
68773933	171	343	382	334	71
41599620	152	363	432	178	302
35675948	433	143	343	226	334
66473878	330	441	60	124	87
71217210	221	324	15	323	283
69132074	268	210	29	77	65
28776560	56	347	227	445	277
47303193	428	373	214	229	41
14265864	268	121	111	188	98
39615632	453	339	233	205	253
85270299	377	16	412	466	398
83166399	36	269	379	465	187
81311903	207	180	465	457	448
11548002	453	399	55	409	22
40204386	386	37	105	242	387
46759525	177	333	62	271	313
33936718	216	27	211	178	273
88085926	256	50	163	385	469
84139777	339	122	116	48	462
57017806	192	458	128	435	26
94498703	257	368	442	338	69
79587904	235	364	318	301	307
98453237	18	209	436	205	35
19618205	93	49	340	286	367
41450679	90	81	332	461	240
11997107	464	415	121	411	74
25968957	250	206	205	184	205
75769562	274	356	307	457	315
64626880	300	466	356	63	130
77319331	109	462	125	363	220
66886800	162	93	454	18	318
84724274	15	188	459	316	143
74481482	422	242	188	51	327
23265680	139	25	224	425	381
77550002	46	422	222	392	210
15588713	357	194	323	316	451
70562005	229	30	115	20	362
40367197	203	76	201	318	74
93691650	175	191	363	348	17
84155101	466	239	102	262	261
84499374	438	414	123	463	345
60948434	146	292	21	356	238
86125879	128	383	335	236	414
80893290	333	217	47	377	175
70076350	217	405	193	46	139
38239431	297	344	117	395	141
21814511	407	445	262	323	166
16467331	186	64	387	19	171
80825643	146	245	133	202	468
26656083	356	321	351	44	340
38651914	303	219	89	224	429
92174661	54	185	467	185	73
16813840	464	310	377	337	40
62265911	466	35	401	207	219
77589830	174	90	357	274	447
55105421	126	293	206	239	216
47347049	447	178	169	298	437
72142257	118	12	254	38	240
90120877	442	202	442	133	179
59042630	400	283	344	314	106
96798245	295	219	166	78	382
10692024	70	366	66	381	375
94123220	365	330	239	446	44
64566088	245	168	234	317	46
92958488	74	224	273	20	150
45318063	213	390	377	290	205
32756467	248	111	375	466	131
35143066	222	140	238	62	126
54239068	42	184	82	58	39
36850116	336	50	378	342	197
91737682	107	205	275	226	397
18573371	104	72	440	327	368
81427959	231	288	91	156	443
64637248	447	41	105	18	145
22382454	186	295	360	145	307
57396358	191	41	175	171	213
56558440	333	328	111	277	181
79499163	441	94	32	379	220
19846599	331	112	271	359	204
75848191	16	26	183	228	114
