Employee ID	Red Eggs	Blue Eggs	Yellow Eggs	Green Eggs	Pink Eggs
83907321	175	225	455	458	457
48573103	196	226	187	261	43
22874314	466	322	375	37	437
64865151	166	270	418	54	22
92619158	292	443	274	395	48
74645295	159	449	301	119	439
28422213	427	68	324	31	453
87087163	165	334	378	428	431
82511790	197	36	169	371	318
70634427	287	183	404	189	182
77713751	397	226	361	188	350
19842602	135	121	126	83	322
33379433	45	318	203	238	282
42531988	194	167	283	323	189
88671872	16	407	162	450	145
55766170	293	398	196	292	79
35990315	409	178	17	40	222
98907617	125	179	199	216	43
24280042	455	399	54	168	18
41524526	95	167	335	248	313
55305965	67	136	303	462	383
15966885	229	114	45	139	343
64743296	334	341	450	197	364
82947193	190	155	366	23	115
19671756	141	127	235	255	300
18398552	252	67	154	333	15
51664884	280	39	414	73	339
52469214	354	182	430	360	279
90194944	150	168	370	416	363
19792710	219	354	118	50	401
69500052	183	455	136	185	468
85197661	71	149	414	50	366
19486706	425	243	220	339	363
51891924	344	396	121	421	32
35307490	441	248	430	402	393
75509507	121	92	37	192	383
79441231	408	105	67	23	163
79995248	30	357	247	452	242
48323601	159	196	202	48	355
72698562	397	27	292	115	316
66106780	428	433	302	27	129
17336368	205	233	219	136	81
25096925	411	57	29	399	198
27791138	325	178	262	413	431
81567988	248	110	21	49	172
84233926	401	239	448	138	297
82770615	369	455	88	241	254
71595100	252	470	264	373	385
35675081	359	235	182	83	325
95171328	262	25	317	190	333
54566399	63	248	213	205	87
53445361	36	249	292	447	100
19034664	101	302	115	327	34
41434659	228	33	333	385	206
96119539	252	321	160	220	401
82549632	32	13	340	316	408
13220116	284	298	64	226	91
87666701	23	327	58	80	174
19981196	378	446	266	256	461
69050817	56	427	439	438	48
98612324	261	166	165	393	161
44989325	257	170	214	169	315
69038925	137	262	167	219	361
39867134	36	304	350	82	165
93141197	173	129	430	178	109
29011398	386	453	421	222	271
85830427	425	151	252	147	22
86232046	85	216	312	122	99
68543793	253	158	391	257	219
45961960	385	89	347	66	418
73123154	198	55	464	234	369
20175418	243	392	124	428	167
70310411	29	39	149	322	120
47607813	427	152	333	75	348
31387410	280	217	264	176	208
43904318	216	99	306	83	272
68652955	219	195	327	348	205
44581354	143	276	263	311	369
92776375	71	282	12	411	376
13240682	377	27	85	308	38
56586966	412	336	289	281	199
88555913	396	430	441	70	169
95140598	162	344	21	262	96
76237801	441	342	420	187	206
32821677	345	100	338	226	375
59504243	371	212	89	439	17
36155367	15	164	260	215	410
36789474	235	196	372	207	341
85888516	427	403	414	325	61
11799892	337	314	240	401	124
99573974	465	366	119	47	250
16912501	318	38	259	327	334
21119193	441	272	111	272	469
29941637	420	372	463	249	128
77275459	409	378	303	351	417
70620537	137	196	464	67	228
16822031	350	174	443	396	294
65961268	422	415	119	170	419
71644621	117	418	377	25	426
78579238	225	26	224	469	443
70586999	338	149	89	364	369
20136291	372	286	322	384	456
64258062	96	265	368	181	443
10117329	284	211	175	119	78
35687660	123	279	188	449	128
89568737	259	308	231	158	241
67668170	450	442	380	127	65
96170196	252	208	77	241	441
13572772	215	170	189	428	408
92365749	240	37	72	80	203
90906517	93	22	264	133	86
21944068	290	61	401	247	136
69598338	418	374	24	61	88
91453867	74	465	466	262	167
85254401	78	193	352	317	228
60383838	285	49	383	173	64
79088102	47	192	63	320	159
57967314	371	409	147	243	274
88158068	464	322	186	90	310
32591005	48	69	458	264	247
77731757	200	421	177	150	414
83085716	318	303	346	158	272
10984039	251	185	242	53	189
37255882	362	443	409	235	162
42611718	317	271	318	361	19
44686940	215	436	118	370	452
21825231	419	72	265	48	153
42835161	322	187	237	248	297
37804393	162	447	388	35	15
13502732	235	110	462	214	409
24409565	454	174	354	119	237
20067207	396	76	19	242	308
79633271	231	330	176	288	233
31677446	65	110	459	50	113
46372244	167	139	10	127	458
14336989	426	49	35	261	133
38162810	374	15	238	107	292
15904875	158	441	56	87	146
92782845	270	75	403	120	319
53780575	277	258	263	71	264
77093486	280	454	52	389	326
73047475	204	162	225	162	356
88052813	424	151	213	299	380
17595887	370	399	215	269	465
49815899	404	318	227	388	430
55174902	285	208	70	453	359
38468152	37	91	385	267	400
22164170	445	399	267	344	77
62368811	439	239	446	178	87
48192091	136	344	311	338	361
13596195	320	413	66	115	171
81830656	89	369	345	108	183
71951384	52	66	155	276	388
11921888	163	444	69	207	288
32587499	106	215	213	234	425
61656097	267	258	382	310	282
49569102	341	190	376	25	391
86037008	243	144	150	47	238
57553434	273	265	405	415	395
58649488	358	102	392	30	315
27794757	326	92	219	435	413
92305988	17	371	444	306	271
31060122	342	53	97	203	417
97856584	268	193	253	163	466
67898041	95	50	96	429	75
75117774	192	167	232	76	408
42796268	377	245	23	87	189
18866204	150	435	399	130	28
12922237	346	153	47	113	239
92342572	181	281	443	274	103
92918324	21	63	207	265	349
25066619	29	300	155	167	273
68024910	251	178	396	184	451
37688027	448	197	267	371	154
65258542	313	404	25	76	263
85208045	84	412	271	367	30
23436354	97	418	153	346	239
52193811	121	230	255	53	62
90054628	407	260	407	143	247
50331588	354	314	318	332	196
38364326	308	368	192	435	129
80036684	360	315	224	73	229
41148289	41	17	162	412	46
39523647	163	289	443	370	278
64232029	131	206	284	220	12
40665550	93	301	367	69	246
48651410	275	340	357	51	116
54563421	402	453	154	225	357
14805859	241	193	451	118	467
56624577	345	332	53	414	214
87395003	408	123	382	349	308
32090266	99	434	360	236	79
22703937	118	370	444	59	172
49300185	325	34	247	297	467
67757115	338	15	430	106	425
28182456	357	76	108	37	426
90350907	51	328	40	243	428
40516238	76	248	231	101	207
25011584	266	97	375	118	82
19176139	59	85	223	464	322
65857201	383	99	70	228	55
28779260	209	172	69	181	354
65920685	105	74	226	43	106
97380818	311	262	198	290	320
84121789	201	183	241	247	77
35068810	287	75	294	317	330
91819528	401	336	134	252	184
45501410	248	181	58	353	132
68078890	332	163	34	175	160
16541167	311	166	335	196	80
64148580	118	244	87	57	354
77318517	467	41	257	392	284
94432027	398	122	35	286	204
37551671	77	59	164	436	416
78472363	231	384	431	59	70
50131401	453	436	180	455	436
99768603	109	259	380	155	134
79080694	125	313	386	285	247
29004338	275	430	20	408	76
89798131	277	83	71	360	308
39184143	399	22	327	221	466
52273962	245	172	384	12	124
80300630	458	377	115	444	56
41607728	254	333	53	65	404
15951174	304	106	139	443	276
62771749	193	354	222	98	459
25419129	32	252	180	235	120
45046253	166	367	54	450	142
36980863	143	160	282	320	280
91031365	62	72	363	138	63
34203737	422	221	247	24	51
66936369	100	14	448	109	132
37822636	343	237	269	454	137
54126971	308	402	214	304	103
57841077	314	184	149	244	142
32362047	88	125	168	340	337
18020720	444	257	121	434	337
76975401	222	381	394	27	327
45859076	381	139	355	163	139
51632652	108	71	193	235	43
54459000	396	438	337	133	259
70085478	462	216	289	310	296
67466661	132	64	147	396	36
51550153	115	144	321	191	310
35389849	359	301	204	341	109
12289791	397	447	421	35	325
93591174	450	428	454	237	444
93071696	369	141	102	27	215
30444366	253	228	229	331	309
83585271	358	206	134	322	270
86924265	80	34	316	99	239
72348301	287	20	25	88	26
59547803	98	343	126	120	415
63264191	443	428	51	93	439
40532455	252	384	145	173	122
44400720	293	75	441	26	434
85138389	309	104	62	92	336
69063941	409	411	92	243	348
15077264	56	213	164	117	188
55982370	37	114	334	396	312
31841985	194	244	312	221	464
21414679	411	459	454	232	20
91917204	292	158	58	65	381
60946731	296	60	270	465	263
87064846	38	390	422	166	203
50866736	208	41	199	222	146
61907722	136	130	391	311	88
18217119	75	418	138	157	70
80538017	113	327	202	189	270
95200822	25	239	215	344	236
61984777	165	317	310	416	192
43321753	139	232	116	47	352
85762999	292	409	454	159	395
13991096	54	145	135	256	189
17593097	159	407	317	28	33
94008068	133	181	406	91	365
83235252	367	357	38	346	200
49650014	360	283	363	53	350
61259994	264	201	337	386	149
58839439	151	336	468	254	395
21368902	299	353	180	91	282
67456317	124	110	343	209	270
95915627	354	246	126	303	407
64273547	39	230	385	26	469
22686702	461	191	123	307	447
45590039	314	90	83	146	55
83063616	253	45	292	306	390
20309165	315	18	142	78	349
30358651	429	25	71	420	463
21776350	296	35	68	389	289
60182501	119	52	184	215	276
10442747	415	242	406	370	72
42240932	80	336	119	355	457
77682592	157	215	361	167	153
82657977	226	262	31	374	234
53539811	382	327	253	169	18
51574884	396	179	83	451	261
96953620	424	155	242	462	134
18019557	229	53	97	209	301
31529607	41	222	52	287	263
12458400	390	283	314	87	118
77139456	35	379	26	420	175
68425066	32	138	234	87	104
10475608	55	55	93	30	328
38886066	235	45	366	179	209
95446096	131	10	335	55	414
51064319	318	317	394	297	188
24663089	44	122	333	110	461
97177767	21	82	88	272	108
27442582	47	398	332	40	351
30698806	413	129	86	199	371
49274571	283	307	149	77	342
24307609	278	396	218	470	364
47728525	303	54	134	404	22
80239017	157	264	309	360	225
92068477	347	457	129	11	188
53804748	20	355	50	314	429
79092074	84	170	32	414	107
98903339	126	467	237	455	383
76878399	422	161	189	383	289
97015695	48	171	35	26	148
62092680	25	15	129	134	370
18782871	272	459	374	36	294
38866501	158	228	204	215	437
70399037	255	111	143	430	156
21260562	260	376	404	413	459
75751269	160	61	325	243	158
68354334	124	467	52	433	431
59298615	209	87	444	15	234
54690824	148	39	183	325	127
51431676	48	296	202	337	381
61410313	314	133	185	364	354
54311288	254	170	115	400	23
58945665	135	397	116	176	255
46947429	320	228	389	142	225
52411745	129	336	96	200	159
20745571	254	307	56	119	174
19196179	31	284	187	410	225
15228068	183	140	45	199	154
63951579	149	363	88	136	336
92172983	315	406	366	43	411
30619709	283	247	313	385	88
23410635	343	265	40	230	368
94553024	179	354	226	382	119
53443143	404	334	110	190	65
62893788	293	221	79	359	136
16581115	449	218	47	31	393
91019316	145	241	338	335	302
40161574	136	401	267	238	284
95428786	137	454	97	123	108
53001959	237	121	71	332	132
84988255	244	325	359	218	186
30883856	372	258	139	350	242
27317590	389	463	218	317	261
43615749	291	215	262	378	98
25204262	405	114	222	290	104
57322272	291	420	361	81	261
93524892	119	263	387	344	153
42222013	337	425	159	223	454
77696702	111	213	458	388	310
50484199	44	55	257	307	141
73690687	299	117	75	313	80
56847861	388	148	305	60	261
47773644	356	441	450	10	260
72515127	269	31	87	235	430
90473279	103	184	257	129	41
72304430	41	200	214	234	228
47354571	451	180	14	40	127
59476420	334	191	369	440	211
53993763	213	364	137	213	153
74398945	444	66	45	68	145
88400507	104	159	201	202	13
47914118	454	207	437	197	392
87392255	254	86	46	56	299
53315509	44	104	342	219	233
58040956	358	225	333	46	160
55057782	455	378	325	443	373
32078904	283	340	73	208	267
87722400	273	165	152	406	452
37978191	322	238	371	409	223
80830626	337	316	302	275	40
31980760	417	434	345	386	395
87280191	333	221	269	409	229
13967334	267	456	77	386	136
88948260	291	386	206	403	137
31602479	461	439	338	321	231
64348410	255	72	420	140	348
19292291	271	115	373	379	439
45182909	340	367	96	213	129
94306729	364	468	47	131	256
42110163	200	121	201	254	189
81967195	291	87	35	155	217
52854122	124	444	92	150	347
51504095	312	64	296	205	301
93360540	383	272	73	401	344
49974036	417	157	93	63	379
25127805	191	196	199	84	318
97870455	463	56	85	325	241
20136007	208	278	210	268	470
39895916	419	122	339	47	452
23113480	377	35	100	150	290
93268925	264	135	248	344	377
85210402	468	316	259	283	380
27709504	74	329	130	175	96
17535387	320	314	180	268	21
64319316	305	397	383	452	307
17038076	386	129	178	235	44
43699753	446	79	446	55	152
88004617	294	376	353	279	141
23344971	163	246	193	199	203
36857489	290	296	339	309	344
55288275	339	285	433	465	133
90198818	62	136	294	15	313
91438576	456	55	436	37	284
83953675	159	184	463	405	252
77036000	273	152	362	446	141
50452887	34	469	451	13	319
63821162	46	109	171	394	261
34591601	37	459	467	455	215
80917122	372	25	17	149	68
84356235	433	437	126	328	185
79408653	253	245	213	230	26
87055890	290	286	357	281	293
40103561	435	153	173	316	310
63198737	282	240	191	134	66
45668242	221	181	343	75	393
37934236	122	137	455	214	197
43175039	38	107	338	346	198
75531313	251	198	319	191	416
12590951	137	416	457	274	368
64888438	214	431	226	412	316
28115269	376	21	39	217	217
59725126	168	390	200	240	263
97603306	336	285	424	199	458
90025407	320	320	434	23	19
95806933	329	258	359	379	462
63875183	272	453	332	148	153
59357457	408	57	115	127	88
31879940	400	182	111	69	457
51256706	191	402	327	292	264
48632253	131	95	404	410	394
27136201	213	122	97	170	327
97344418	467	100	415	433	117
50601105	307	422	103	402	460
60423069	340	132	56	101	114
61059933	270	43	23	384	407
35454297	67	431	185	59	327
37370270	173	51	185	210	427
14780337	464	266	349	345	45
39047772	344	441	35	190	413
26643562	203	52	99	20	83
15999695	129	38	444	333	14
50665921	42	468	30	463	146
17731382	464	412	414	317	140
90737877	408	265	448	284	347
35637500	253	247	118	326	424
73532142	53	160	325	188	80
98511718	211	195	351	159	370
28500723	24	105	218	264	470
33564094	38	69	326	153	303
16209600	52	307	68	177	419
16714939	399	179	255	154	292
94933034	287	239	448	146	280
89502080	293	253	332	466	281
74634204	189	292	220	16	45
11678950	149	209	18	366	299
45422180	194	237	270	240	395
97517934	334	439	465	164	87
25895487	367	468	359	108	401
70674979	126	147	175	285	320
49248792	264	346	157	17	154
54962245	186	46	71	125	50
33917717	37	298	219	246	150
28078514	30	438	282	70	453
30764923	253	388	297	101	62
57307838	185	130	264	422	37
55446880	224	78	462	181	218
64423505	225	246	68	72	25
59452252	357	222	364	254	20
40826176	22	347	390	396	142
49111420	208	140	342	268	145
57381121	389	156	156	43	87
68828986	392	272	19	382	296
31173660	210	94	232	239	97
21349874	326	393	154	341	211
76852731	321	244	366	310	187
84742132	458	362	43	83	20
27319162	320	444	158	36	460
29113553	136	342	182	378	135
71641991	176	409	65	391	429
43364094	252	286	440	217	88
47398515	357	268	272	191	204
61614841	112	375	111	141	227
11900281	35	122	258	110	245
90253022	320	86	307	343	36
92790861	269	242	225	349	458
16430936	238	417	154	397	26
82625784	455	67	444	97	218
26563403	233	155	287	228	363
94832426	380	92	24	219	125
51759009	105	84	278	277	92
34544462	25	453	44	425	377
49301755	136	27	25	14	283
48180431	13	428	381	108	121
10194102	153	163	198	470	425
92489737	418	11	253	155	186
45770078	288	177	213	396	298
39888519	161	139	114	310	37
96115273	220	295	123	433	275
11656602	342	231	308	55	304
14106414	194	299	219	133	315
90071191	412	382	316	422	237
63806675	115	429	15	391	419
44351844	122	265	51	61	236
53071458	164	177	58	96	366
16629498	392	324	458	402	103
77185939	356	421	139	456	51
91345629	228	190	325	313	66
86976880	385	89	433	271	63
73104614	460	362	241	396	342
21990660	464	276	326	386	104
21469803	82	304	328	385	431
44143897	37	154	425	76	228
99483495	468	192	386	462	353
97864851	251	65	126	206	73
28219418	277	94	30	12	311
61155437	369	325	178	464	29
75605375	69	140	448	430	50
50486734	179	123	177	293	286
88194921	290	295	341	465	213
28972060	91	118	296	206	44
83940071	445	143	403	184	440
19988470	358	249	36	309	39
38962212	241	232	400	13	136
23279202	106	419	210	304	122
30725506	432	354	50	365	132
55738183	193	354	193	354	134
28462065	216	386	371	348	29
73658537	393	117	181	216	351
22406859	200	49	222	421	168
11065130	427	372	28	194	281
27850256	298	110	321	356	98
94607998	390	145	98	362	287
24340690	137	14	142	146	419
44968545	49	348	282	420	336
25773510	34	317	467	164	204
52570938	418	451	147	238	214
58213477	311	62	39	121	386
14021405	126	87	82	348	404
46189373	336	111	265	188	356
61031341	221	168	391	274	52
75576214	301	258	219	243	48
40334908	158	29	206	208	213
35052638	167	72	144	453	83
11978996	239	134	276	417	195
65410490	33	419	271	239	199
21143093	77	246	265	173	96
92820919	437	426	349	297	318
25444390	160	182	11	210	413
29226695	415	137	120	175	400
63351929	187	367	110	398	285
65946264	463	425	114	82	16
29135099	288	259	102	379	22
88346906	404	468	55	38	211
33590423	220	453	195	335	455
51248533	358	374	187	436	57
19105636	424	126	145	182	451
94003266	441	210	223	406	236
25976811	428	340	442	59	35
39445529	354	73	270	228	463
84436986	224	236	421	204	79
87368063	36	139	216	163	71
89754051	345	131	28	14	328
88094686	159	225	327	371	116
31751928	340	380	46	419	19
97029666	424	280	12	258	354
58096859	29	135	438	123	164
65014923	261	341	53	147	255
32039923	132	49	353	246	262
55777732	464	469	63	241	225
57756475	152	152	319	137	223
64257743	339	179	332	137	346
64713487	394	15	413	236	94
31440528	290	411	422	448	378
89073952	154	114	100	31	225
97277409	347	431	289	89	116
18009034	106	12	386	275	383
88721853	419	297	414	206	331
97948349	457	56	420	121	280
46447956	285	82	464	303	162
75645649	217	446	329	62	58
41083934	27	335	422	304	356
53390534	12	72	191	320	460
28702716	155	206	52	33	42
91736931	137	199	316	68	219
59883957	382	405	364	259	359
90243323	224	16	191	339	341
23077014	265	387	48	52	347
52089420	118	172	127	312	280
31659011	327	109	334	443	408
72427317	298	210	75	363	172
63613279	411	293	154	207	255
68848658	263	351	402	334	260
94808378	105	23	294	376	456
77407634	468	447	100	143	204
20396481	133	47	62	346	236
57224430	129	235	329	470	78
76149050	450	201	105	342	470
25807583	10	437	173	156	285
56842925	305	251	228	205	461
40294955	467	316	433	313	205
30103110	391	256	77	330	173
33308859	213	194	401	215	20
13550279	249	333	136	226	75
98633712	69	135	78	470	142
29255367	328	285	440	421	273
86751685	361	275	267	75	196
54454315	102	408	23	224	21
82276213	354	336	151	230	292
23511503	158	296	28	148	228
10542765	12	251	11	352	206
11366951	241	321	384	124	92
83890418	353	389	275	64	175
25902498	215	294	382	143	328
82043410	268	311	389	122	207
31236746	275	369	35	278	25
49609328	382	19	269	294	70
23397827	323	403	466	288	387
75326807	78	286	204	149	302
63538286	264	10	319	150	209
78290302	370	56	250	420	178
69223060	195	68	429	423	32
53821409	174	110	142	25	170
46847065	122	293	217	263	228
49464302	193	243	56	233	192
28137668	442	305	451	207	67
75888444	204	341	115	339	340
73557297	124	204	255	198	351
90656289	46	37	442	192	347
69749503	253	34	465	142	277
26282100	201	325	131	245	415
55345332	277	222	36	301	75
39027494	95	112	59	419	382
68196585	71	139	97	445	222
83975289	329	236	335	447	375
31902566	178	93	105	208	173
44961702	29	410	235	143	279
60044868	158	346	187	323	460
89027465	182	359	223	392	149
63827412	25	121	143	235	230
59807267	101	292	31	250	322
42594860	303	210	232	246	181
82452292	466	354	284	169	287
33948189	98	86	290	450	303
86295860	383	440	261	251	302
36713697	217	379	433	282	198
93140130	265	437	249	263	289
70444075	337	116	150	158	164
24301610	165	67	69	145	269
44379193	426	366	300	366	16
55182106	302	255	384	34	176
56400081	72	334	81	101	192
41770112	449	334	284	371	399
61555926	151	342	110	315	351
67976405	300	20	178	145	395
76592586	269	184	69	378	253
89413169	418	109	35	291	92
80788156	306	21	174	83	50
29836774	39	336	190	150	370
59423087	363	338	101	267	209
64630508	234	429	352	426	411
81130965	394	203	105	39	11
37397594	241	200	334	99	419
24425134	217	267	63	254	408
55805006	106	407	263	77	234
32531686	156	404	15	382	209
22126318	289	193	423	104	387
15384602	359	231	238	351	205
81395073	307	393	213	437	363
58344867	135	216	83	391	206
95127402	214	451	257	364	375
22780705	178	447	395	207	214
90544529	42	10	188	231	330
68563355	204	14	351	327	339
69405156	446	86	149	108	337
34362694	74	43	254	329	308
39478388	288	117	230	393	64
50571157	286	95	219	454	149
73778784	286	166	70	73	150
68773933	248	54	170	66	201
41599620	27	238	249	377	85
35675948	442	373	170	254	443
66473878	450	24	246	206	224
71217210	295	340	282	384	302
69132074	273	441	117	222	384
28776560	202	458	55	258	178
47303193	462	77	60	380	413
14265864	88	333	119	125	54
39615632	76	213	193	131	462
85270299	131	86	45	390	83
83166399	86	53	239	59	173
81311903	229	327	45	325	409
11548002	107	17	279	230	280
40204386	255	446	234	128	333
46759525	73	279	258	163	115
33936718	273	283	91	132	429
88085926	404	10	300	468	272
84139777	123	401	272	323	130
57017806	182	61	82	400	302
94498703	119	213	417	402	331
79587904	225	50	238	174	297
98453237	461	195	213	387	437
19618205	154	37	243	459	363
41450679	85	447	237	354	75
11997107	197	461	268	122	74
25968957	369	70	220	403	468
75769562	73	41	360	18	43
64626880	279	260	33	407	402
77319331	467	127	329	209	123
66886800	43	112	242	194	469
84724274	65	346	242	172	16
74481482	23	232	30	47	381
23265680	457	361	308	122	164
77550002	319	218	163	108	332
15588713	248	375	361	291	10
70562005	283	222	425	243	54
40367197	102	327	182	312	229
93691650	216	12	249	73	439
84155101	224	163	202	205	447
84499374	29	66	303	172	54
60948434	169	136	33	213	288
86125879	366	173	265	237	453
80893290	352	431	408	355	52
70076350	386	311	143	259	349
38239431	344	353	246	325	148
21814511	21	437	417	329	223
16467331	265	163	455	15	297
80825643	335	125	299	382	451
26656083	229	453	94	365	31
38651914	402	40	450	107	71
92174661	45	188	118	22	205
16813840	371	158	233	141	37
62265911	39	318	401	398	410
77589830	328	316	335	105	394
55105421	462	399	342	264	123
47347049	153	413	57	47	202
72142257	363	181	445	110	339
90120877	374	109	242	395	380
59042630	306	180	34	439	384
96798245	156	433	416	46	299
10692024	463	24	400	405	222
94123220	449	421	76	141	164
64566088	369	414	315	38	70
92958488	345	58	401	280	319
45318063	116	451	342	253	213
32756467	174	111	227	155	446
35143066	467	203	232	87	293
54239068	63	87	346	103	120
36850116	274	72	370	113	303
91737682	24	173	150	31	463
18573371	97	240	130	309	192
81427959	259	356	51	437	448
64637248	38	309	404	190	372
22382454	34	200	38	278	307
57396358	224	241	433	467	211
56558440	214	263	405	18	92
79499163	51	345	302	331	230
19846599	222	379	192	331	187
75848191	275	16	165	257	15
