Employee ID	Red Eggs	Blue Eggs	Yellow Eggs	Green Eggs	Pink Eggs
40161574	238	168	406	111	116
95428786	300	323	451	452	265
53001959	51	155	396	352	436
84988255	286	143	216	350	91
30883856	36	301	157	321	90
27317590	376	457	324	317	85
43615749	456	397	102	441	304
25204262	111	375	192	86	237
57322272	347	351	66	88	218
93524892	329	178	37	356	88
42222013	462	290	14	46	18
77696702	121	299	178	416	93
50484199	394	300	204	278	241
73690687	137	279	444	141	166
56847861	301	441	131	135	27
47773644	420	30	448	343	316
72515127	241	209	122	43	456
90473279	216	452	165	344	407
72304430	60	146	408	408	224
47354571	394	84	288	296	318
59476420	192	462	372	94	334
53993763	17	193	411	216	17
74398945	299	38	167	307	226
88400507	363	386	449	264	418
47914118	86	438	234	379	195
87392255	183	73	455	329	353
53315509	124	71	421	436	72
58040956	306	390	192	163	174
55057782	330	357	81	260	304
32078904	444	86	12	407	457
87722400	398	304	364	465	380
37978191	397	296	150	389	69
80830626	380	98	59	60	78
31980760	210	97	352	452	157
87280191	382	151	311	19	412
13967334	190	252	437	21	30
88948260	292	205	131	139	210
31602479	256	402	285	151	20
64348410	160	414	267	464	54
19292291	161	236	414	149	177
45182909	222	415	112	376	448
94306729	26	246	83	314	326
42110163	265	195	39	433	122
81967195	211	220	18	32	118
52854122	73	88	51	249	25
51504095	327	257	433	179	445
93360540	470	424	175	411	144
49974036	358	50	173	267	399
25127805	17	100	74	271	122
97870455	382	102	290	283	358
20136007	40	367	279	168	41
39895916	153	117	50	339	275
23113480	77	320	184	421	137
93268925	35	105	443	329	88
85210402	241	166	244	61	259
27709504	163	331	183	304	88
17535387	194	260	246	208	160
64319316	50	301	406	187	201
17038076	40	463	48	119	128
43699753	202	86	222	133	16
88004617	262	126	388	418	432
23344971	202	416	412	66	394
36857489	193	350	402	200	455
55288275	14	103	303	216	456
90198818	159	121	335	93	335
91438576	234	173	438	192	329
83953675	388	57	402	182	433
77036000	464	143	450	337	450
50452887	249	455	378	459	347
63821162	149	470	105	31	334
34591601	230	44	389	113	270
80917122	314	239	53	147	148
84356235	375	308	208	416	239
79408653	94	102	261	201	352
87055890	86	296	14	40	404
40103561	302	258	29	344	167
63198737	129	245	195	19	197
45668242	431	118	375	177	350
37934236	383	31	57	212	137
43175039	235	262	61	75	161
75531313	228	194	214	27	382
12590951	72	399	382	415	341
64888438	348	36	280	229	239
28115269	342	107	129	184	374
59725126	319	107	157	282	288
97603306	161	189	89	390	116
90025407	396	126	348	283	197
95806933	366	421	138	402	230
63875183	94	221	77	180	180
59357457	253	210	228	118	296
31879940	89	151	263	335	402
51256706	30	339	326	119	445
48632253	176	400	221	170	338
27136201	62	436	450	186	250
97344418	329	62	362	108	132
50601105	270	228	225	404	360
60423069	222	438	427	38	178
61059933	423	169	198	247	433
35454297	14	46	243	463	33
37370270	452	374	468	312	189
14780337	23	179	441	218	456
39047772	348	392	196	419	11
26643562	385	311	188	46	404
15999695	45	131	182	409	75
50665921	85	182	153	16	419
17731382	427	204	12	410	148
90737877	350	254	60	289	320
35637500	100	453	168	413	355
73532142	29	180	77	138	444
98511718	347	336	443	206	310
28500723	18	99	325	107	158
33564094	207	374	137	81	155
16209600	16	260	344	337	458
16714939	80	57	89	462	113
94933034	391	160	118	116	60
89502080	243	219	55	149	352
74634204	11	61	437	465	35
11678950	84	246	470	328	81
45422180	441	228	456	451	215
97517934	461	167	425	357	313
25895487	148	309	354	324	217
70674979	307	217	168	84	55
49248792	138	427	324	289	378
54962245	124	377	462	175	66
33917717	221	191	297	406	60
28078514	179	375	157	256	396
30764923	201	439	207	71	394
57307838	179	413	436	362	112
55446880	287	454	246	461	251
64423505	395	198	412	240	296
59452252	23	71	369	314	382
40826176	73	156	62	437	53
49111420	417	442	216	137	302
57381121	293	248	330	357	177
68828986	139	163	443	263	335
31173660	49	319	431	418	135
21349874	320	408	181	205	182
76852731	214	51	163	377	387
84742132	444	293	422	158	317
27319162	411	75	335	39	207
29113553	147	425	232	17	387
71641991	414	311	38	215	312
43364094	60	330	301	107	240
47398515	140	303	424	376	22
61614841	85	173	36	294	426
11900281	337	292	77	142	346
90253022	405	93	83	285	31
92790861	139	427	87	185	259
16430936	356	231	297	107	348
82625784	404	13	93	71	382
26563403	90	37	255	116	247
94832426	147	168	351	116	91
51759009	194	419	256	24	236
34544462	33	365	250	31	175
49301755	418	312	145	242	353
48180431	206	193	124	289	309
10194102	271	374	227	150	228
92489737	142	186	91	138	152
45770078	222	413	370	40	188
39888519	408	168	302	192	167
96115273	159	107	120	428	68
11656602	468	31	114	340	53
14106414	152	446	305	324	384
90071191	159	247	357	81	226
63806675	229	382	384	261	78
44351844	190	431	193	120	94
53071458	334	58	225	145	197
16629498	406	333	371	137	255
77185939	297	57	390	120	181
91345629	251	301	408	51	300
86976880	142	294	208	431	322
73104614	10	189	159	50	347
21990660	156	49	289	13	270
21469803	315	350	365	206	422
44143897	301	318	188	434	384
99483495	228	229	222	349	22
97864851	418	370	340	244	331
28219418	376	69	240	219	164
61155437	335	425	267	398	418
75605375	113	67	134	459	48
50486734	131	179	394	140	385
88194921	340	257	154	409	318
28972060	280	191	455	191	373
83940071	247	224	39	453	389
19988470	126	54	319	203	316
38962212	161	51	47	210	219
23279202	105	373	252	174	96
30725506	319	363	180	388	277
55738183	254	245	78	244	322
28462065	185	399	167	428	33
73658537	47	30	140	293	418
22406859	93	430	82	62	104
11065130	118	443	216	372	319
27850256	389	239	381	84	212
94607998	391	446	216	135	94
24340690	118	449	146	267	355
44968545	340	299	226	136	231
25773510	341	120	30	315	121
52570938	169	251	275	96	347
58213477	194	133	129	139	441
14021405	366	368	390	236	16
46189373	17	212	78	267	464
61031341	24	329	30	334	429
75576214	260	20	68	63	232
40334908	457	26	411	34	10
35052638	451	247	43	361	45
11978996	282	370	156	39	96
65410490	119	70	187	135	227
21143093	186	165	233	78	463
92820919	66	163	265	454	184
25444390	463	277	163	382	447
29226695	11	81	10	309	383
63351929	26	336	406	275	20
65946264	401	89	397	398	251
29135099	426	282	280	423	248
88346906	149	251	431	426	203
33590423	272	198	332	409	89
51248533	413	30	14	344	285
19105636	314	33	398	21	470
94003266	62	423	328	33	205
25976811	43	456	436	80	399
39445529	295	187	37	133	336
84436986	322	260	40	28	351
87368063	61	272	231	453	131
89754051	23	92	378	285	348
88094686	416	129	135	205	169
31751928	420	460	164	310	395
97029666	231	17	314	124	148
58096859	303	432	47	207	141
65014923	144	426	373	213	101
32039923	426	211	346	117	451
55777732	458	128	332	388	154
57756475	104	60	176	108	219
64257743	142	29	287	337	134
64713487	48	339	390	116	349
31440528	166	134	193	154	457
89073952	88	387	119	413	247
97277409	395	61	202	83	396
18009034	174	349	175	168	153
88721853	163	404	189	137	45
97948349	10	354	219	117	382
46447956	87	16	186	20	35
75645649	303	409	134	86	316
41083934	331	401	287	157	335
53390534	237	338	43	71	155
28702716	296	146	270	443	333
91736931	446	201	165	259	67
59883957	52	249	205	386	120
90243323	231	15	28	126	262
23077014	266	64	213	42	104
52089420	148	426	352	170	114
31659011	320	199	294	453	13
72427317	36	465	432	35	113
63613279	310	130	413	139	209
68848658	255	40	257	160	287
94808378	140	32	237	261	64
77407634	79	21	229	46	418
20396481	274	33	197	34	212
57224430	167	228	90	113	369
76149050	424	250	170	210	254
25807583	405	351	375	419	277
56842925	123	285	211	168	50
40294955	305	46	393	26	322
30103110	51	82	112	179	364
33308859	230	175	308	147	160
13550279	339	91	355	312	180
98633712	395	37	298	374	91
29255367	404	139	271	419	407
86751685	111	386	463	41	400
54454315	144	98	378	252	287
82276213	10	467	220	167	470
23511503	20	110	341	418	449
10542765	14	344	27	74	397
11366951	336	173	259	358	444
83890418	46	377	418	118	245
25902498	344	447	26	339	347
82043410	195	43	437	231	218
31236746	327	252	466	354	427
49609328	164	382	108	110	376
23397827	74	84	139	233	37
75326807	128	93	433	445	278
63538286	66	245	351	250	233
78290302	271	405	304	424	465
69223060	230	46	211	246	23
53821409	125	322	463	103	169
46847065	244	415	59	96	221
49464302	32	454	139	13	191
28137668	292	467	464	61	370
75888444	83	182	454	14	161
73557297	407	54	249	171	245
90656289	355	422	36	119	18
69749503	108	264	432	48	143
26282100	399	168	345	71	214
55345332	409	441	258	145	53
39027494	146	92	148	397	75
68196585	251	332	92	360	283
83975289	125	264	411	221	394
31902566	41	303	239	26	143
44961702	376	290	401	316	224
60044868	238	433	99	212	91
89027465	23	360	276	391	420
63827412	223	22	327	23	164
59807267	358	227	406	168	74
42594860	13	199	57	148	177
82452292	418	171	151	143	66
33948189	301	459	200	428	234
86295860	80	163	322	257	416
36713697	115	148	149	283	330
93140130	73	462	185	443	28
70444075	18	340	326	211	130
24301610	187	313	194	82	204
44379193	182	255	46	239	470
55182106	20	102	459	435	386
56400081	240	125	147	373	440
41770112	184	338	464	287	187
61555926	215	187	77	95	470
67976405	18	277	321	185	161
76592586	309	135	167	286	46
89413169	128	241	396	396	135
80788156	423	315	468	342	447
29836774	296	122	369	75	39
59423087	111	315	347	391	351
64630508	181	447	470	247	206
81130965	389	439	432	453	228
37397594	158	416	347	164	72
24425134	191	328	234	44	338
55805006	261	327	134	312	155
32531686	211	367	363	262	41
22126318	179	169	459	25	91
15384602	262	16	45	168	154
81395073	380	150	195	410	132
58344867	254	437	409	437	440
95127402	22	30	406	132	469
22780705	298	366	464	208	271
90544529	281	388	129	336	355
68563355	295	181	91	368	239
69405156	460	401	18	305	106
34362694	233	97	65	366	254
39478388	70	439	139	86	170
50571157	181	349	174	272	412
73778784	268	196	396	258	286
68773933	40	458	111	68	356
41599620	455	254	27	372	432
35675948	89	355	462	352	307
66473878	452	169	273	328	179
71217210	186	116	358	461	228
69132074	224	452	377	43	165
28776560	105	263	237	153	200
47303193	113	270	420	436	114
14265864	432	198	395	382	344
39615632	422	236	200	326	90
85270299	391	196	25	303	428
83166399	60	148	165	466	303
81311903	62	276	146	117	322
11548002	217	146	15	220	180
40204386	192	138	16	373	440
46759525	149	48	330	244	190
33936718	212	219	48	16	104
88085926	368	456	152	217	390
84139777	67	63	168	92	183
57017806	172	300	225	15	282
94498703	251	354	273	348	157
79587904	319	336	251	451	436
98453237	457	424	267	269	445
19618205	138	269	295	357	226
41450679	247	256	162	351	410
11997107	420	132	57	182	142
25968957	453	22	59	27	277
75769562	462	43	170	208	227
64626880	456	330	401	27	316
77319331	106	69	23	233	295
66886800	328	376	251	453	36
84724274	93	238	334	405	68
74481482	382	131	152	422	151
23265680	467	83	296	316	109
77550002	157	191	219	47	449
15588713	201	238	146	116	409
70562005	351	221	266	111	258
40367197	157	217	42	465	388
93691650	220	179	301	45	293
84155101	259	413	456	84	54
84499374	303	30	264	244	348
60948434	440	228	265	288	398
86125879	195	263	173	247	368
80893290	304	58	313	107	72
70076350	319	318	269	335	394
38239431	415	123	429	303	120
21814511	181	420	415	68	371
16467331	128	156	330	326	136
80825643	61	222	398	296	388
26656083	130	436	400	318	422
38651914	234	442	169	289	442
92174661	87	348	108	131	39
16813840	92	293	165	269	467
62265911	117	110	213	151	62
77589830	21	370	295	333	177
55105421	413	31	345	408	330
47347049	319	262	77	255	419
72142257	180	297	466	462	339
90120877	427	364	252	429	278
59042630	406	53	38	112	137
96798245	310	369	459	437	420
10692024	38	398	30	10	194
94123220	37	425	221	410	306
64566088	265	269	465	294	446
92958488	352	201	144	173	294
45318063	309	223	182	17	121
32756467	398	266	430	224	361
35143066	295	48	447	10	256
54239068	395	220	248	404	464
36850116	20	117	469	430	74
91737682	214	39	144	383	96
18573371	367	81	390	43	249
81427959	169	300	438	452	414
64637248	273	420	325	176	375
22382454	299	75	102	194	197
57396358	229	191	290	354	364
56558440	338	440	58	175	396
79499163	407	450	470	356	94
19846599	348	403	446	19	14
75848191	381	153	431	108	318
